category,weight,cost
shoes,7,674.69
other,36,2041.35
clothing,18,1061.26
clothing,18,1005.52
other,7,473.16
laptop,7,104.57
electronics,15,537.31
other,25,1498.42
bag,5,359.06
other,35,2056.72
electronics,15,564.57
clothing,38,2222.32
other,40,2277.33
electronics,5,206.7
appliances,13,886.4
electronics,12,473.15
perfume,1,88.09
other,38,2125.6
other,21,1241.69
phone,1,14.73
clothing,40,2231.24
clothing,39,2212.11
shoes,1,88.65
phone,2,30.86
car parts,10,809.75
shoes,7,726.67
perfume,1,98.32
other,5,339.88
other,28,1558.59
shoes,1,92.29
clothing,39,2164.41
electronics,13,513.6
electronics,7,251.74
clothing,21,1257.65
clothing,9,618.14
clothing,38,2265.2
other,24,1381.52
electronics,7,268.75
other,4,270.84
clothing,37,2050.85
other,9,629.48
other,38,2234.6
other,4,275.63
other,25,1461.36
car parts,11,863.81
laptop,10,160.28
electronics,7,267.1
other,4,278.98
other,28,1613.97
other,1,66.8
phone,2,28.86
other,24,1322.75
other,29,1715.82
other,2,136.77
electronics,13,493.89
bag,3,234.81
bag,2,137.4
laptop,2,32.8
other,16,952.1
perfume,3,278.27
other,26,1513.58
perfume,2,145.65
perfume,2,145.56
laptop,7,112.52
shoes,1,80.44
clothing,22,1215.04
electronics,6,216.2
clothing,4,265.17
clothing,28,1611.92
clothing,12,768.04
clothing,10,668.05
other,29,1689.58
other,31,1732.59
shoes,8,692.98
other,9,616.74
laptop,3,45.14
other,7,474.14
clothing,18,1058.24
shoes,2,198.31
clothing,33,1886.32
phone,2,33.0
electronics,9,355.95
electronics,1,42.32
clothing,35,1977.17
clothing,31,1808.99
electronics,7,277.17
other,32,1884.08
car parts,7,533.81
clothing,6,398.07
clothing,39,2236.0
perfume,3,265.93
other,1,69.58
appliances,9,703.37
other,27,1494.84
laptop,4,62.71
electronics,7,272.7
clothing,8,551.93
appliances,2,130.57
clothing,17,945.21
clothing,31,1858.49
other,28,1626.77
other,38,2226.7
shoes,9,940.82
clothing,36,2115.37
other,11,665.84
other,17,1008.95
bag,2,132.54
other,8,525.16
shoes,4,434.67
electronics,15,541.82
other,18,1040.38
clothing,28,1616.12
other,24,1344.54
other,30,1714.39
other,10,699.71
perfume,1,81.76
clothing,13,797.03
clothing,29,1691.81
other,35,1942.72
electronics,12,460.4
shoes,8,850.31
shoes,10,1003.27
shoes,2,164.38
other,26,1457.76
laptop,5,67.57
shoes,3,255.09
other,2,133.02
clothing,36,2013.53
electronics,11,432.3
clothing,5,325.12
perfume,3,270.45
shoes,9,793.43
clothing,5,338.09
electronics,7,250.11
bag,1,79.76
other,13,822.99
clothing,39,2327.56
car parts,10,813.04
other,35,2074.99
electronics,3,133.07
other,15,923.71
other,15,945.16
perfume,1,77.17
clothing,7,479.25
electronics,12,422.99
perfume,4,300.73
other,19,1047.73
electronics,2,87.47
phone,2,29.5
books,3,151.12
other,24,1417.13
other,28,1588.97
clothing,35,2050.32
clothing,35,2023.34
perfume,1,85.52
other,40,2399.73
clothing,36,2076.4
clothing,21,1166.82
clothing,39,2147.12
clothing,35,1960.18
other,33,1950.95
electronics,5,209.92
perfume,4,392.1
phone,3,48.6
electronics,10,448.04
electronics,13,512.91
clothing,39,2200.16
clothing,21,1204.27
other,9,585.85
phone,1,14.0
other,29,1738.63
shoes,5,521.57
other,3,200.99
phone,3,49.26
books,5,230.91
shoes,7,651.09
shoes,3,327.5
other,14,893.51
phone,3,45.08
clothing,29,1640.97
clothing,16,957.53
clothing,7,468.25
clothing,8,531.22
books,5,194.71
other,26,1495.6
appliances,6,373.53
bag,5,373.06
clothing,12,720.26
electronics,9,315.22
appliances,19,1464.29
electronics,4,160.39
clothing,8,551.86
clothing,8,554.29
clothing,15,957.88
clothing,1,67.72
clothing,34,1890.05
other,28,1570.87
other,3,201.3
appliances,17,1041.84
phone,3,44.82
shoes,9,778.67
appliances,16,1116.19
shoes,2,186.1
clothing,6,416.73
phone,1,14.85
other,6,408.24
other,16,944.89
perfume,3,265.99
appliances,8,578.16
electronics,2,80.52
electronics,13,501.93
clothing,31,1776.88
other,36,2079.44
electronics,4,148.87
other,27,1507.99
perfume,5,355.95
other,7,486.88
clothing,13,827.44
shoes,1,100.64
other,26,1526.31
appliances,1,65.27
other,18,993.32
bag,6,497.72
electronics,8,359.35
phone,2,32.86
clothing,3,202.95
other,25,1451.26
other,6,419.33
clothing,26,1446.54
appliances,10,637.26
perfume,1,74.14
shoes,4,366.41
books,1,38.02
phone,3,44.35
other,26,1439.53
electronics,15,552.95
appliances,9,621.77
laptop,9,132.11
clothing,40,2368.02
clothing,36,1981.14
laptop,8,130.4
other,13,787.38
other,10,697.22
other,37,2179.61
electronics,7,294.39
clothing,39,2146.03
other,1,68.93
electronics,9,348.42
other,36,2128.04
electronics,11,401.79
electronics,8,328.9
electronics,11,432.54
shoes,8,681.76
laptop,3,40.95
other,24,1418.43
phone,2,31.77
clothing,30,1778.39
phone,3,42.49
other,25,1375.67
clothing,39,2194.99
clothing,2,131.81
bag,2,133.07
other,23,1313.58
other,34,2033.84
electronics,14,555.24
perfume,4,360.98
clothing,6,396.02
electronics,1,37.38
laptop,7,108.71
appliances,3,239.7
laptop,7,105.04
other,21,1191.32
books,1,43.86
other,30,1682.06
other,6,394.0
shoes,3,278.91
other,25,1404.81
electronics,13,516.27
clothing,35,2027.64
shoes,9,862.75
clothing,6,418.22
electronics,10,400.75
other,9,623.02
other,12,760.6
clothing,39,2245.94
bag,3,244.67
electronics,2,74.77
other,17,1006.61
shoes,6,486.16
other,9,608.6
clothing,36,2148.95
other,19,1106.84
other,3,203.72
other,33,1821.55
clothing,37,2188.56
clothing,24,1343.14
other,1,67.42
shoes,1,107.99
appliances,2,137.85
clothing,26,1454.2
clothing,22,1226.88
other,4,267.8
other,14,859.85
phone,2,32.09
phone,2,28.54
car parts,19,1355.25
clothing,36,2027.81
electronics,15,541.25
shoes,5,520.72
clothing,6,396.32
other,34,1876.34
clothing,17,938.14
shoes,4,398.54
clothing,27,1514.79
clothing,35,1937.87
appliances,12,810.94
clothing,5,330.33
clothing,23,1268.11
bag,6,380.58
shoes,1,98.09
clothing,37,2174.48
other,1,69.05
electronics,14,547.05
other,7,487.04
books,1,45.58
other,28,1654.22
clothing,3,196.23
shoes,4,424.41
bag,4,307.45
clothing,37,2098.64
clothing,3,195.62
clothing,5,327.77
phone,3,46.21
other,1,65.55
clothing,31,1718.77
other,6,404.51
perfume,5,455.05
laptop,10,153.53
shoes,5,482.88
clothing,10,658.19
laptop,10,135.21
other,38,2270.99
electronics,4,158.05
perfume,4,340.57
other,39,2216.49
other,31,1826.92
laptop,8,124.22
phone,1,16.25
bag,6,479.93
electronics,3,122.69
books,2,95.09
phone,3,50.28
clothing,5,332.51
clothing,22,1274.29
clothing,23,1376.34
laptop,8,130.26
clothing,12,778.48
clothing,19,1097.21
clothing,24,1327.55
other,34,1994.88
laptop,5,75.37
other,10,684.62
other,4,265.1
other,18,991.12
books,4,146.19
clothing,28,1615.59
other,38,2201.7
electronics,12,427.14
car parts,12,978.01
appliances,17,1073.85
clothing,20,1146.12
bag,3,211.0
phone,2,33.1
appliances,10,752.77
other,9,629.17
electronics,6,237.82
other,29,1655.04
phone,2,32.63
shoes,7,717.89
other,40,2350.17
other,6,403.77
other,26,1455.78
clothing,37,2071.53
clothing,1,67.81
electronics,9,355.14
appliances,11,753.76
clothing,32,1907.17
electronics,5,211.39
shoes,10,1082.78
clothing,15,908.01
clothing,6,390.24
car parts,17,1487.49
laptop,8,124.78
clothing,2,130.15
clothing,19,1116.81
shoes,8,702.34
shoes,1,104.11
shoes,3,314.82
clothing,2,133.47
other,40,2350.88
other,15,914.66
other,18,1002.27
shoes,2,163.89
shoes,1,88.02
perfume,2,144.49
clothing,21,1206.32
laptop,7,93.88
perfume,1,97.35
clothing,27,1561.67
laptop,2,28.35
clothing,8,542.86
other,12,744.1
appliances,12,780.25
bag,6,430.49
shoes,10,1078.12
other,40,2309.93
other,29,1659.91
other,32,1865.64
clothing,29,1633.51
shoes,3,246.02
other,36,2025.31
clothing,23,1283.54
shoes,10,957.11
shoes,1,95.14
appliances,3,230.29
clothing,26,1472.44
other,40,2315.59
clothing,20,1131.0
laptop,2,29.17
clothing,38,2107.05
clothing,18,1004.99
other,3,206.68
perfume,4,329.16
clothing,40,2354.09
shoes,5,473.85
clothing,35,1964.16
other,40,2300.16
appliances,8,631.86
car parts,13,1159.16
perfume,5,364.49
perfume,5,409.69
other,16,946.62
appliances,19,1116.56
other,3,197.55
other,5,332.76
clothing,27,1572.79
bag,5,417.23
bag,1,60.99
electronics,7,290.82
electronics,15,595.51
appliances,18,1436.91
clothing,35,1931.4
other,29,1677.43
other,3,207.07
laptop,5,83.51
car parts,19,1452.69
other,9,628.41
shoes,4,337.07
shoes,10,1070.98
phone,2,27.27
electronics,6,259.07
perfume,1,71.49
clothing,32,1814.35
other,11,714.06
other,1,69.16
clothing,23,1284.65
phone,1,14.46
other,25,1460.69
other,9,598.2
perfume,2,188.35
other,30,1701.04
electronics,3,124.09
electronics,11,387.25
clothing,37,2192.2
shoes,3,273.43
clothing,15,902.51
other,7,475.34
clothing,3,205.82
electronics,11,434.14
perfume,4,359.36
phone,1,16.79
other,1,67.91
electronics,9,336.83
electronics,7,258.06
electronics,4,146.75
clothing,8,523.91
clothing,26,1516.02
other,9,618.26
electronics,1,35.92
other,22,1255.56
bag,4,258.51
other,37,2071.89
electronics,9,352.6
other,37,2152.57
perfume,1,78.68
clothing,38,2193.34
laptop,6,89.39
clothing,3,195.36
clothing,16,938.64
other,12,745.27
laptop,4,54.33
other,23,1311.76
electronics,2,70.79
other,30,1788.65
perfume,5,369.74
clothing,29,1733.0
clothing,23,1366.78
phone,1,16.37
shoes,9,854.74
clothing,13,822.21
other,11,692.62
clothing,39,2149.99
shoes,3,275.69
clothing,34,2005.32
laptop,10,158.23
electronics,8,316.67
shoes,6,618.71
electronics,7,262.42
clothing,8,549.86
electronics,4,167.61
electronics,6,256.36
electronics,2,70.03
shoes,6,639.19
electronics,8,321.56
shoes,8,713.95
clothing,7,485.33
other,34,2023.38
clothing,4,270.12
laptop,7,95.65
appliances,16,1009.73
electronics,13,478.99
shoes,4,325.39
clothing,25,1445.34
electronics,3,110.93
electronics,10,414.79
other,12,734.5
phone,2,26.41
other,20,1136.09
perfume,1,86.1
car parts,7,477.87
clothing,31,1779.59
clothing,4,261.88
clothing,14,849.35
electronics,9,365.25
clothing,15,903.47
clothing,10,654.0
clothing,6,400.38
other,32,1858.37
books,2,75.15
shoes,9,874.97
shoes,2,217.36
other,24,1358.14
electronics,12,440.54
clothing,1,68.78
shoes,1,102.6
clothing,14,891.29
books,3,111.13
appliances,5,308.52
clothing,9,593.62
clothing,29,1705.35
other,9,591.2
shoes,2,175.14
clothing,13,842.33
clothing,9,586.34
electronics,7,249.16
other,4,275.22
other,26,1444.89
clothing,4,262.81
other,39,2196.94
clothing,29,1644.64
other,23,1327.34
other,38,2206.24
clothing,35,1999.23
clothing,5,325.73
shoes,3,321.97
car parts,5,450.95
other,5,340.6
other,25,1499.29
perfume,1,79.6
perfume,2,190.55
electronics,9,327.16
clothing,2,134.42
other,35,2083.68
phone,1,13.97
electronics,7,311.16
clothing,37,2154.75
clothing,13,782.96
appliances,14,812.51
other,33,1940.3
clothing,26,1550.82
electronics,6,261.25
bag,4,282.79
phone,2,26.84
other,3,204.37
other,26,1442.83
appliances,3,186.14
electronics,13,479.29
other,24,1399.51
clothing,38,2223.2
other,17,961.12
other,3,203.43
other,28,1582.12
other,13,832.09
shoes,10,988.61
laptop,5,70.42
electronics,6,224.19
clothing,39,2163.29
other,30,1770.12
clothing,11,671.12
other,28,1602.48
perfume,1,97.06
clothing,10,668.4
other,27,1605.93
shoes,6,541.63
bag,5,405.75
shoes,5,473.46
shoes,2,219.35
shoes,9,984.5
electronics,1,40.82
electronics,8,318.3
bag,5,302.02
bag,5,398.39
clothing,40,2322.23
appliances,5,370.56
electronics,12,424.45
other,6,406.78
shoes,10,977.96
shoes,5,549.84
clothing,36,2052.14
other,16,929.32
perfume,3,234.16
bag,2,143.84
perfume,1,86.76
other,16,929.6
clothing,17,960.55
bag,1,78.85
phone,1,14.32
clothing,24,1352.62
phone,3,46.37
other,2,134.05
other,18,1044.85
other,30,1747.42
laptop,8,109.18
appliances,19,1143.69
shoes,8,758.4
other,30,1794.04
other,18,994.92
shoes,6,617.52
bag,3,182.01
bag,4,292.87
other,31,1789.9
car parts,11,971.0
other,39,2197.59
laptop,8,117.46
bag,1,79.2
other,18,1066.45
clothing,12,734.94
other,24,1350.66
clothing,1,67.88
electronics,15,590.12
phone,3,47.74
appliances,10,660.96
electronics,14,557.25
other,26,1444.52
electronics,6,234.24
laptop,7,115.57
electronics,7,311.6
other,29,1640.89
clothing,16,922.89
clothing,18,1008.62
clothing,24,1324.38
laptop,3,47.98
other,25,1451.92
clothing,19,1086.36
clothing,17,974.25
shoes,10,920.81
clothing,11,712.23
bag,1,80.25
other,21,1259.01
perfume,2,174.13
shoes,1,84.54
other,27,1501.06
clothing,30,1665.27
clothing,2,130.52
clothing,8,547.82
other,34,1896.19
phone,1,13.48
clothing,8,542.35
clothing,36,2141.42
other,36,2105.82
other,11,683.79
clothing,18,1002.1
shoes,3,305.3
other,33,1927.91
laptop,6,87.69
other,32,1852.34
clothing,32,1806.95
clothing,11,714.62
perfume,1,76.03
shoes,7,655.08
laptop,4,63.68
clothing,29,1723.06
other,9,590.18
electronics,7,280.98
shoes,7,563.29
clothing,30,1742.48
clothing,18,1028.67
appliances,2,122.45
appliances,12,848.08
phone,2,27.09
appliances,3,230.64
clothing,24,1417.18
other,34,1946.9
shoes,1,101.74
clothing,10,653.06
other,12,735.19
shoes,2,195.23
other,21,1249.25
other,13,796.37
clothing,2,130.54
electronics,4,179.61
bag,6,513.34
laptop,5,70.23
laptop,10,165.92
phone,3,41.58
clothing,11,674.88
appliances,7,558.29
clothing,25,1417.68
electronics,6,243.42
shoes,9,927.09
laptop,4,65.09
appliances,1,61.73
electronics,3,110.92
electronics,11,428.75
perfume,2,166.8
other,24,1400.82
bag,3,239.04
phone,3,39.6
shoes,4,425.09
clothing,10,696.77
electronics,13,491.4
phone,1,14.03
shoes,4,380.89
perfume,5,391.51
electronics,1,42.15
other,31,1801.04
shoes,4,364.8
laptop,5,66.71
clothing,28,1625.04
other,33,1965.09
other,3,200.12
other,6,405.3
appliances,18,1177.32
books,1,50.19
electronics,7,313.61
electronics,13,494.69
bag,5,401.3
phone,1,16.25
other,7,471.94
clothing,8,528.89
clothing,7,483.77
other,36,2017.44
clothing,36,2036.78
shoes,3,273.6
shoes,8,798.25
shoes,7,727.13
appliances,9,669.97
electronics,5,189.35
laptop,9,149.04
clothing,29,1684.44
laptop,4,63.93
clothing,14,847.95
books,2,72.4
clothing,11,691.04
appliances,17,1077.45
clothing,7,481.56
laptop,6,91.9
other,10,696.08
other,37,2160.97
clothing,12,739.4
clothing,23,1334.03
other,25,1490.6
clothing,40,2260.05
car parts,13,1081.81
clothing,4,272.12
appliances,8,507.43
phone,3,47.24
laptop,9,119.46
perfume,2,185.89
clothing,8,531.76
electronics,5,215.03
other,32,1898.17
other,16,907.38
clothing,21,1222.61
clothing,36,2062.95
bag,1,65.55
shoes,6,505.98
clothing,5,339.41
clothing,25,1471.67
clothing,4,273.93
electronics,5,193.1
shoes,4,394.38
electronics,12,430.83
other,24,1332.68
other,21,1214.23
shoes,8,839.37
clothing,21,1236.07
other,5,325.33
laptop,3,49.38
other,28,1641.03
books,3,150.4
clothing,37,2198.48
laptop,7,102.72
other,18,1035.96
clothing,6,411.88
electronics,7,247.41
electronics,4,147.9
electronics,8,298.09
electronics,6,217.76
phone,1,16.09
other,1,69.96
phone,1,16.19
other,28,1565.54
books,1,46.93
clothing,32,1829.93
clothing,6,397.52
clothing,5,329.66
bag,5,372.32
clothing,28,1676.58
appliances,20,1550.15
other,35,1980.96
electronics,8,335.21
other,37,2082.25
bag,4,274.85
clothing,11,703.59
other,31,1721.36
clothing,39,2284.27
books,2,84.46
clothing,25,1457.15
shoes,1,101.38
other,22,1232.22
shoes,9,884.51
electronics,8,280.62
electronics,7,297.78
other,14,886.69
bag,6,452.13
electronics,15,529.38
shoes,5,540.24
clothing,39,2276.07
clothing,25,1493.12
other,13,826.23
clothing,33,1890.44
shoes,10,830.22
electronics,3,105.75
clothing,10,670.04
clothing,8,520.86
electronics,6,220.55
phone,2,30.97
other,25,1427.13
other,19,1112.54
electronics,8,343.84
laptop,6,79.76
other,4,264.07
clothing,27,1550.5
bag,4,325.82
other,20,1180.03
electronics,13,464.38
other,26,1438.21
other,29,1718.05
electronics,15,581.69
other,6,403.82
other,13,813.16
other,23,1309.42
other,3,198.19
other,22,1296.23
clothing,27,1591.84
clothing,21,1196.21
shoes,8,679.59
clothing,38,2208.11
shoes,5,480.17
electronics,10,369.81
clothing,30,1764.02
other,8,551.08
perfume,5,494.7
shoes,3,248.53
electronics,7,263.75
clothing,14,885.33
clothing,24,1408.06
electronics,12,451.53
clothing,24,1413.24
other,11,665.16
electronics,8,357.36
other,14,850.95
other,16,941.98
books,3,130.62
electronics,15,558.06
electronics,14,551.0
electronics,10,386.33
laptop,8,120.37
other,19,1137.25
other,28,1674.12
clothing,22,1220.76
laptop,6,94.14
shoes,5,511.39
shoes,2,170.9
laptop,6,92.52
electronics,7,283.69
electronics,10,405.19
electronics,13,463.85
electronics,14,534.59
shoes,5,468.26
other,29,1660.88
other,37,2067.16
perfume,4,325.27
other,34,1965.46
laptop,10,153.34
clothing,15,954.21
clothing,22,1267.47
electronics,3,132.05
electronics,8,298.49
shoes,4,364.06
books,5,208.8
electronics,15,535.77
electronics,14,516.61
appliances,4,246.1
clothing,7,474.79
bag,5,425.48
other,4,261.93
shoes,2,219.09
perfume,1,98.82
other,20,1116.54
perfume,5,451.56
other,19,1103.36
electronics,13,473.08
other,22,1307.33
other,38,2151.78
clothing,9,587.93
clothing,1,69.38
clothing,18,1000.25
electronics,14,494.22
other,5,341.24
clothing,40,2283.24
clothing,4,267.88
phone,1,16.45
perfume,3,214.51
clothing,8,523.69
clothing,30,1688.87
other,26,1526.76
perfume,5,470.32
shoes,7,638.91
clothing,38,2176.71
other,31,1783.29
bag,5,319.69
appliances,3,227.11
appliances,20,1362.02
clothing,5,331.57
other,24,1359.6
electronics,4,141.44
other,21,1225.42
other,15,937.46
clothing,15,939.29
appliances,18,1381.99
other,14,906.11
other,12,767.99
clothing,27,1541.18
clothing,9,589.39
clothing,16,909.05
clothing,30,1750.82
other,17,967.53
other,7,487.7
clothing,15,912.83
shoes,10,840.78
other,26,1530.71
laptop,10,137.45
phone,1,15.96
electronics,15,540.77
books,3,148.56
shoes,3,257.73
electronics,5,200.02
other,38,2122.53
bag,2,178.56
perfume,1,95.75
electronics,8,339.1
other,19,1082.6
clothing,17,954.11
clothing,3,206.59
other,21,1185.41
clothing,15,966.18
electronics,13,480.03
phone,1,13.96
clothing,36,2046.1
electronics,5,186.7
other,22,1271.03
clothing,22,1235.9
shoes,3,317.95
clothing,9,592.27
electronics,3,125.95
electronics,4,164.37
clothing,2,131.37
clothing,26,1443.19
electronics,2,73.94
clothing,1,67.94
clothing,15,930.74
clothing,27,1547.39
other,5,326.34
shoes,2,210.75
shoes,7,630.45
laptop,7,114.76
appliances,1,81.85
other,28,1603.41
clothing,31,1727.17
electronics,6,240.33
laptop,7,104.23
clothing,4,264.47
clothing,24,1352.81
clothing,6,408.6
bag,2,129.22
appliances,19,1431.04
electronics,5,196.98
phone,1,16.25
clothing,14,846.48
other,9,623.17
clothing,35,2003.94
other,5,335.29
bag,5,380.09
phone,1,14.81
clothing,11,663.39
bag,6,486.18
laptop,6,97.66
clothing,24,1366.64
clothing,27,1604.59
appliances,9,594.6
shoes,9,980.15
other,7,475.14
phone,2,29.28
electronics,12,421.65
other,17,971.46
other,40,2315.74
laptop,4,54.14
appliances,2,151.41
other,35,2007.53
clothing,29,1601.86
clothing,31,1850.15
electronics,6,256.84
electronics,15,571.35
clothing,10,683.55
other,3,198.79
phone,3,49.95
laptop,7,93.7
other,35,2049.78
other,17,976.28
appliances,5,294.44
bag,4,344.93
clothing,13,810.36
other,5,339.38
laptop,3,41.15
clothing,6,391.47
books,1,46.97
electronics,9,403.13
clothing,23,1292.17
books,5,182.3
other,40,2288.32
clothing,5,346.82
other,4,263.54
perfume,4,369.98
other,3,202.11
laptop,5,77.73
electronics,6,269.08
clothing,40,2355.72
electronics,12,461.5
other,39,2174.93
other,8,524.82
other,12,762.82
clothing,32,1912.1
bag,6,411.5
other,15,909.49
electronics,3,119.43
clothing,24,1428.65
perfume,2,142.43
clothing,25,1460.2
clothing,21,1227.43
shoes,5,439.5
electronics,11,415.49
other,13,785.2
appliances,1,61.47
shoes,4,349.44
clothing,19,1056.0
other,29,1620.42
perfume,1,80.81
other,34,2031.77
other,39,2199.95
electronics,6,264.94
clothing,30,1666.56
clothing,11,701.18
clothing,24,1425.75
electronics,7,267.05
laptop,7,104.55
clothing,21,1216.12
clothing,29,1656.47
other,40,2283.99
shoes,3,247.72
other,14,852.19
clothing,39,2209.13
shoes,7,587.19
clothing,12,727.97
other,32,1812.04
other,11,705.51
clothing,23,1305.8
electronics,1,39.78
other,26,1485.62
other,6,394.67
clothing,39,2267.52
clothing,24,1435.66
electronics,15,545.05
clothing,38,2169.51
other,5,328.91
other,27,1493.2
clothing,10,668.61
electronics,6,228.78
laptop,8,108.35
clothing,16,892.13
other,10,673.11
electronics,3,111.59
phone,3,41.71
other,12,755.91
clothing,25,1456.71
clothing,17,1013.79
electronics,1,39.05
electronics,9,321.69
other,13,816.7
clothing,7,463.88
clothing,35,2078.87
laptop,2,31.35
clothing,37,2090.1
electronics,14,537.34
clothing,11,696.33
clothing,6,404.34
clothing,10,657.63
clothing,12,752.44
laptop,7,112.26
shoes,9,911.6
shoes,2,206.42
shoes,9,775.16
clothing,28,1612.86
electronics,9,375.62
other,26,1452.45
other,1,67.92
clothing,38,2258.39
clothing,21,1200.92
other,35,1934.78
clothing,20,1102.42
books,2,73.17
phone,3,40.48
clothing,25,1487.51
clothing,33,1833.07
appliances,16,1154.02
other,34,1944.53
other,21,1224.8
electronics,13,469.05
shoes,7,712.58
electronics,5,210.12
bag,4,307.44
shoes,2,194.29
electronics,12,431.76
clothing,19,1059.09
shoes,2,207.84
electronics,12,436.49
appliances,5,346.37
clothing,13,780.46
clothing,20,1142.59
shoes,1,92.74
other,40,2315.06
other,14,846.12
laptop,3,49.0
other,32,1913.27
appliances,19,1390.35
laptop,3,43.17
clothing,40,2235.95
other,27,1572.78
electronics,10,413.43
books,3,157.93
electronics,9,327.96
clothing,11,668.17
electronics,4,153.25
clothing,36,2136.23
clothing,15,929.57
perfume,4,386.71
other,11,705.81
shoes,1,95.2
clothing,13,801.02
shoes,9,964.64
other,35,2044.46
other,7,458.89
clothing,3,206.43
other,12,725.91
other,34,1907.74
perfume,5,378.27
shoes,6,657.17
electronics,3,133.96
appliances,20,1161.2
clothing,37,2038.65
laptop,2,32.71
clothing,26,1502.07
electronics,7,305.48
clothing,30,1751.75
laptop,5,76.15
perfume,2,155.61
phone,1,14.27
perfume,5,417.27
electronics,7,284.86
shoes,4,340.05
clothing,31,1727.53
other,6,391.94
electronics,11,435.76
clothing,35,1933.95
appliances,13,984.53
clothing,30,1672.57
clothing,28,1572.56
electronics,13,512.11
clothing,5,331.92
clothing,33,1826.8
laptop,5,81.12
appliances,20,1337.6
clothing,35,2006.28
phone,3,46.31
books,3,142.23
perfume,4,341.75
shoes,2,183.91
electronics,6,237.08
shoes,1,83.04
other,31,1754.49
other,7,455.19
shoes,7,606.34
laptop,7,110.07
phone,1,14.38
clothing,35,2081.91
electronics,14,502.51
shoes,5,446.49
clothing,5,335.83
electronics,8,302.47
electronics,7,304.91
clothing,33,1830.48
shoes,6,564.72
bag,4,353.59
electronics,9,399.26
electronics,9,322.8
shoes,6,560.32
shoes,3,281.31
shoes,1,90.51
car parts,7,638.48
shoes,7,720.96
other,26,1491.77
electronics,13,455.41
clothing,23,1341.84
electronics,2,89.33
clothing,29,1680.32
clothing,40,2311.87
electronics,10,430.7
perfume,2,186.25
other,15,910.37
electronics,11,385.98
other,1,66.46
laptop,6,86.12
perfume,5,375.8
perfume,1,81.68
other,31,1809.39
clothing,40,2329.54
other,38,2184.91
books,3,124.72
clothing,29,1672.17
electronics,7,264.64
other,36,2060.87
clothing,39,2157.06
other,32,1850.1
other,23,1320.27
shoes,10,822.87
other,18,998.26
clothing,33,1916.15
clothing,39,2241.62
phone,2,31.11
clothing,30,1658.08
clothing,30,1684.59
electronics,11,403.35
other,26,1559.7
shoes,9,958.62
phone,1,13.76
car parts,12,897.38
laptop,10,160.94
clothing,19,1104.73
other,39,2323.61
clothing,33,1963.5
phone,1,14.15
other,11,713.49
clothing,3,209.63
clothing,9,605.56
bag,1,74.9
other,19,1078.84
electronics,15,593.3
clothing,35,1978.33
clothing,35,2089.44
phone,2,30.66
electronics,13,499.88
clothing,36,2055.4
perfume,5,480.03
electronics,14,524.62
shoes,1,83.49
other,20,1110.58
shoes,9,743.27
electronics,10,360.41
electronics,8,336.59
other,7,460.78
electronics,7,267.26
books,2,82.26
clothing,29,1620.54
laptop,2,29.4
clothing,14,872.79
clothing,23,1355.56
shoes,7,580.58
clothing,39,2260.68
other,14,871.78
clothing,23,1367.33
other,7,480.82
electronics,13,512.98
electronics,14,540.62
other,35,1928.73
shoes,5,486.13
other,37,2208.68
clothing,31,1755.98
appliances,1,73.54
shoes,9,841.3
other,27,1598.61
perfume,1,74.92
clothing,14,883.4
other,8,538.75
clothing,18,1077.06
appliances,10,751.36
bag,3,193.89
clothing,39,2224.85
appliances,13,785.85
other,22,1294.32
bag,5,367.2
appliances,13,1054.67
phone,2,26.71
clothing,3,198.71
other,9,619.62
clothing,23,1276.13
electronics,7,292.14
perfume,2,171.6
other,28,1642.28
laptop,4,59.47
appliances,6,361.91
clothing,1,66.72
other,14,864.34
appliances,10,806.36
other,2,132.72
other,20,1118.61
other,25,1375.07
other,19,1116.24
shoes,6,537.32
other,15,904.49
electronics,6,238.81
clothing,15,916.99
electronics,6,245.18
clothing,6,409.39
bag,3,234.33
other,23,1297.05
clothing,11,690.73
shoes,10,911.78
clothing,16,953.86
other,12,741.47
bag,1,82.11
appliances,16,1111.44
clothing,10,666.96
electronics,8,341.15
other,28,1627.35
laptop,10,151.93
electronics,12,438.94
clothing,23,1333.02
electronics,12,468.93
shoes,9,803.06
other,12,730.81
electronics,5,206.5
clothing,23,1366.18
clothing,21,1242.19
clothing,8,559.04
books,3,138.8
other,40,2361.46
clothing,5,341.03
clothing,4,262.96
electronics,11,411.45
clothing,20,1188.98
electronics,5,221.77
other,20,1133.51
other,15,958.64
laptop,5,79.98
other,10,656.88
other,34,1939.07
shoes,5,480.47
clothing,30,1654.97
clothing,38,2097.18
other,37,2079.99
other,17,969.9
other,39,2255.87
clothing,22,1227.36
clothing,33,1847.71
electronics,4,166.65
clothing,34,2037.58
clothing,6,395.35
perfume,1,70.56
shoes,4,413.5
phone,3,39.95
appliances,6,357.66
other,3,202.2
electronics,9,317.57
electronics,3,115.09
phone,3,41.06
clothing,12,753.52
other,31,1734.99
clothing,19,1087.24
phone,2,29.78
clothing,5,327.47
other,8,523.67
other,20,1183.33
other,14,888.62
appliances,8,638.17
other,33,1940.8
clothing,33,1929.08
electronics,2,82.65
other,31,1731.2
clothing,18,1068.22
perfume,4,297.67
clothing,31,1728.16
other,25,1409.22
appliances,19,1412.9
phone,3,49.27
appliances,10,663.58
clothing,26,1535.82
clothing,39,2190.03
electronics,15,529.36
other,28,1554.43
other,22,1230.92
