category,weight,cost
shoes,9,950.56
books,5,213.31
electronics,3,105.03
shoes,8,861.33
other,13,801.19
other,6,419.68
other,33,1929.9
clothing,14,900.35
clothing,40,2233.93
other,28,1615.18
other,31,1846.7
shoes,2,196.84
other,15,947.01
shoes,1,91.15
shoes,3,241.52
other,11,712.05
electronics,12,448.5
perfume,3,250.32
clothing,40,2314.43
electronics,13,511.59
phone,1,15.28
phone,1,15.75
other,16,946.45
clothing,16,892.02
other,20,1160.32
appliances,4,314.89
perfume,1,84.35
electronics,5,189.68
other,11,690.96
other,36,2152.39
perfume,3,276.72
clothing,2,130.28
clothing,18,1075.88
clothing,24,1327.33
clothing,39,2317.41
other,27,1557.15
other,6,410.21
clothing,33,1956.53
other,5,342.36
books,4,195.6
books,1,48.38
electronics,10,424.15
other,20,1156.77
other,13,838.02
electronics,10,357.37
shoes,4,410.09
other,21,1255.07
other,9,624.08
other,21,1222.4
car parts,4,296.18
electronics,14,491.91
clothing,5,348.5
shoes,2,173.39
clothing,13,784.1
other,21,1161.18
electronics,3,110.24
shoes,10,1014.66
car parts,4,323.44
electronics,3,117.89
clothing,25,1416.04
shoes,7,579.7
electronics,15,533.86
car parts,8,590.05
laptop,7,116.67
clothing,35,1986.17
other,37,2055.36
other,5,348.05
electronics,9,330.72
laptop,5,78.34
electronics,1,38.74
phone,1,13.97
laptop,6,85.78
clothing,10,657.36
other,25,1434.19
other,12,753.97
electronics,4,165.77
other,13,818.47
clothing,20,1134.83
shoes,9,882.9
electronics,4,150.88
other,31,1728.56
other,34,1910.32
other,40,2330.61
other,3,200.05
electronics,13,491.83
phone,2,33.47
clothing,16,959.67
shoes,3,301.56
other,40,2270.6
bag,5,439.42
other,2,130.68
other,14,881.52
other,2,134.25
electronics,6,230.53
clothing,36,2019.53
electronics,15,591.52
electronics,10,440.09
books,5,259.56
other,31,1737.53
phone,1,14.03
clothing,28,1595.2
phone,3,46.61
perfume,4,367.66
other,14,900.73
other,7,457.85
phone,2,30.9
other,3,205.09
other,8,521.26
phone,3,45.76
clothing,3,199.78
laptop,7,96.22
other,36,2010.64
electronics,8,349.41
clothing,18,1008.38
books,5,226.16
electronics,11,410.17
other,28,1631.39
other,38,2189.49
electronics,10,391.34
other,2,134.84
other,7,462.07
other,2,134.65
perfume,4,346.37
electronics,2,70.34
phone,3,44.88
other,6,409.61
clothing,14,875.6
laptop,6,80.81
laptop,9,119.18
clothing,26,1459.06
other,23,1280.99
other,21,1178.45
clothing,22,1295.61
clothing,33,1857.83
other,2,139.22
shoes,7,655.68
other,19,1098.33
other,12,741.99
clothing,14,879.85
bag,3,255.13
electronics,11,422.05
books,5,236.44
electronics,1,42.89
perfume,3,256.16
other,2,135.68
electronics,13,491.78
other,37,2174.76
laptop,5,76.69
other,20,1157.2
clothing,17,941.81
appliances,18,1440.54
other,31,1717.12
phone,3,41.97
electronics,15,570.0
other,29,1645.15
clothing,3,201.51
phone,2,29.77
clothing,16,893.19
electronics,14,551.32
shoes,8,750.27
other,12,727.29
laptop,6,84.61
electronics,13,482.68
clothing,27,1515.72
laptop,5,71.8
electronics,5,190.93
electronics,13,483.39
shoes,9,841.69
perfume,4,283.87
clothing,33,1897.8
other,2,130.0
shoes,2,178.62
clothing,6,391.24
perfume,2,161.58
other,37,2060.34
other,22,1296.54
clothing,40,2396.55
electronics,1,44.75
laptop,10,150.92
perfume,2,194.66
appliances,16,1199.25
other,34,1884.07
other,31,1830.34
clothing,14,879.14
other,27,1617.41
clothing,13,795.67
shoes,4,368.72
other,19,1124.2
clothing,39,2292.46
other,33,1819.14
laptop,8,106.99
shoes,4,366.18
clothing,35,2093.25
clothing,10,659.52
clothing,24,1373.19
other,27,1609.93
clothing,4,263.73
other,15,927.06
phone,2,32.31
other,23,1288.36
other,28,1550.22
clothing,27,1528.3
perfume,4,299.97
clothing,26,1520.83
other,21,1189.12
shoes,9,937.44
electronics,15,568.95
electronics,15,528.66
electronics,14,525.24
other,32,1841.45
bag,3,257.11
electronics,11,392.11
other,16,892.69
bag,5,399.81
shoes,3,243.04
electronics,14,518.75
clothing,30,1671.32
laptop,2,28.74
bag,2,120.5
other,30,1749.25
other,31,1800.92
other,17,1017.98
perfume,1,96.07
bag,4,345.75
other,23,1305.59
clothing,39,2239.89
other,13,820.99
other,5,337.42
other,31,1743.3
laptop,5,67.44
clothing,38,2140.32
clothing,3,203.34
electronics,1,43.65
electronics,5,180.91
shoes,7,758.18
other,23,1336.57
shoes,3,293.18
clothing,19,1099.54
shoes,6,530.45
clothing,22,1263.74
shoes,7,663.71
other,22,1220.43
bag,2,168.55
perfume,2,156.81
bag,4,357.24
books,1,45.91
perfume,1,73.24
other,2,137.39
perfume,5,402.52
shoes,2,185.8
clothing,16,922.56
phone,3,43.91
books,3,126.29
phone,1,15.13
clothing,39,2289.54
electronics,10,391.95
shoes,6,636.64
car parts,5,415.54
electronics,11,391.13
perfume,5,424.46
clothing,29,1683.41
laptop,6,85.63
other,5,335.34
other,20,1111.67
other,28,1554.22
appliances,17,1161.34
electronics,11,389.78
other,32,1823.14
shoes,5,470.33
shoes,10,923.4
other,25,1430.35
electronics,3,118.63
shoes,1,94.27
shoes,3,282.58
other,22,1238.05
books,5,251.54
other,34,2019.39
electronics,2,83.74
other,11,673.34
shoes,4,323.84
clothing,12,774.98
electronics,3,121.85
other,19,1134.0
perfume,3,277.16
other,31,1832.68
shoes,10,1086.25
electronics,3,105.06
appliances,3,230.09
other,23,1362.37
clothing,6,419.81
electronics,7,286.29
clothing,32,1919.02
other,16,939.41
clothing,38,2177.52
phone,2,28.89
other,33,1977.48
other,17,943.15
other,20,1120.21
phone,1,13.64
clothing,39,2164.23
other,7,480.46
clothing,11,677.47
appliances,8,571.64
laptop,9,145.21
electronics,14,496.15
other,6,394.86
electronics,12,465.83
shoes,7,684.55
other,32,1846.3
other,7,473.35
clothing,14,896.71
appliances,3,183.34
electronics,4,170.23
clothing,23,1345.43
electronics,4,141.55
other,27,1566.86
laptop,10,145.88
phone,2,33.47
clothing,40,2360.52
appliances,18,1296.11
other,11,664.76
shoes,8,826.78
electronics,6,225.88
other,40,2202.17
phone,1,16.59
phone,3,42.51
other,5,344.07
appliances,18,1282.71
books,3,143.3
other,34,2007.19
phone,1,14.94
other,23,1360.42
laptop,4,54.23
clothing,14,883.01
bag,1,82.9
electronics,5,220.24
electronics,10,427.98
clothing,3,209.34
shoes,4,346.15
bag,1,70.36
phone,2,31.65
clothing,9,589.48
shoes,3,323.47
other,11,701.45
clothing,39,2257.45
perfume,5,444.86
other,16,958.55
books,1,51.31
phone,3,45.78
appliances,6,423.11
clothing,21,1221.91
clothing,13,835.1
other,6,410.92
other,26,1509.54
clothing,16,886.41
clothing,23,1305.68
other,4,278.97
bag,3,224.0
clothing,13,829.05
clothing,20,1149.81
other,29,1655.36
other,6,406.76
shoes,2,217.79
perfume,5,469.6
car parts,16,1339.72
other,36,2121.46
other,21,1213.93
other,27,1507.82
shoes,7,648.85
clothing,20,1165.33
other,20,1132.82
clothing,36,2106.83
shoes,3,259.49
electronics,2,83.02
clothing,40,2200.12
perfume,5,360.07
other,10,683.42
clothing,20,1194.32
shoes,10,1052.09
appliances,4,283.96
clothing,7,478.63
appliances,13,975.49
books,4,157.95
shoes,2,167.47
clothing,34,1892.07
electronics,3,110.49
shoes,3,248.24
phone,1,16.02
other,10,677.67
other,33,1902.93
appliances,5,377.55
shoes,8,647.76
other,26,1488.65
clothing,25,1492.14
phone,3,45.34
laptop,4,64.12
clothing,13,800.1
electronics,8,324.92
electronics,15,567.6
shoes,1,92.94
clothing,37,2113.71
clothing,23,1373.44
other,9,585.65
electronics,8,347.76
clothing,13,785.68
clothing,2,138.3
clothing,30,1668.98
appliances,9,618.64
electronics,10,380.32
other,9,596.82
other,13,826.3
electronics,2,75.51
clothing,23,1336.33
clothing,22,1247.02
clothing,3,207.5
other,33,1965.82
perfume,1,79.36
shoes,3,329.68
appliances,17,1229.74
other,25,1455.99
clothing,36,2103.34
clothing,12,777.15
other,27,1537.8
laptop,6,81.06
perfume,3,222.82
other,26,1520.26
shoes,10,1091.96
bag,1,65.57
shoes,1,102.72
other,6,396.82
electronics,12,479.31
electronics,6,226.84
other,17,935.02
clothing,7,489.85
appliances,11,887.0
electronics,6,247.24
other,9,595.51
clothing,36,2111.24
other,33,1839.17
appliances,15,985.77
shoes,7,599.24
other,40,2291.07
electronics,4,170.46
clothing,25,1462.73
shoes,1,102.17
other,9,616.13
perfume,2,198.22
phone,1,16.47
perfume,1,80.68
laptop,5,81.52
electronics,1,37.6
appliances,16,934.91
phone,2,26.49
shoes,8,750.44
appliances,3,180.42
laptop,2,31.82
clothing,2,132.28
clothing,8,553.77
laptop,6,99.31
perfume,5,353.47
electronics,13,457.44
other,16,911.15
electronics,12,463.24
electronics,5,187.12
clothing,8,532.92
other,37,2037.97
shoes,6,488.94
clothing,29,1638.71
clothing,16,929.03
electronics,15,596.66
clothing,27,1492.47
other,4,260.34
phone,2,31.93
shoes,3,290.33
shoes,7,638.24
other,36,2153.68
other,33,1841.42
laptop,8,134.05
phone,3,48.78
shoes,7,579.1
phone,2,28.33
other,10,656.79
electronics,3,107.94
other,35,2047.52
shoes,3,276.26
electronics,3,109.44
shoes,1,108.02
laptop,3,45.5
electronics,3,111.35
clothing,14,849.18
clothing,33,1847.49
electronics,7,272.16
electronics,5,194.84
shoes,7,659.42
other,27,1497.31
electronics,9,388.54
clothing,26,1557.3
other,36,1997.89
clothing,18,1013.29
shoes,10,876.48
other,37,2169.59
other,10,678.85
clothing,23,1266.46
electronics,2,87.72
appliances,11,851.2
perfume,3,211.56
electronics,3,131.29
appliances,20,1570.06
other,35,1945.33
shoes,5,516.66
clothing,5,339.13
shoes,5,424.69
books,4,211.82
shoes,3,308.99
other,21,1235.18
laptop,3,48.16
laptop,9,119.16
other,22,1307.71
clothing,40,2358.68
other,21,1248.86
clothing,23,1335.35
laptop,8,108.47
other,8,520.75
electronics,8,358.54
electronics,7,247.95
clothing,1,65.91
appliances,2,122.73
electronics,4,159.44
other,33,1862.71
phone,1,16.35
phone,2,32.29
laptop,2,26.52
clothing,21,1247.6
electronics,11,396.86
electronics,3,130.05
appliances,5,371.04
clothing,18,993.43
laptop,5,73.22
other,39,2211.64
clothing,25,1496.48
other,4,279.46
electronics,9,361.36
laptop,8,111.63
shoes,1,83.61
bag,6,414.05
perfume,1,99.01
other,14,870.14
clothing,20,1166.69
electronics,2,84.64
phone,2,26.88
perfume,4,358.89
shoes,6,626.37
laptop,10,159.8
other,32,1864.84
clothing,23,1370.99
other,18,1027.66
other,2,139.28
other,38,2166.44
clothing,26,1445.41
clothing,28,1614.2
other,18,1014.25
appliances,13,786.63
electronics,3,122.81
other,4,277.11
electronics,12,446.23
clothing,20,1175.5
electronics,2,76.33
clothing,10,650.64
shoes,6,600.32
other,10,659.01
phone,2,28.7
shoes,3,288.34
books,3,156.57
bag,6,427.33
perfume,2,154.55
electronics,14,518.25
clothing,32,1762.61
other,21,1217.68
electronics,2,84.38
appliances,13,840.36
clothing,17,954.19
clothing,39,2165.22
other,31,1739.9
electronics,5,219.5
other,26,1500.46
clothing,36,2059.87
electronics,14,520.51
clothing,31,1812.57
phone,1,13.98
shoes,10,886.53
shoes,2,161.66
electronics,2,80.09
other,24,1328.56
other,10,670.82
electronics,12,452.6
other,7,455.76
laptop,4,56.45
other,7,478.25
other,18,1006.16
electronics,3,121.21
electronics,11,432.63
laptop,10,167.22
laptop,7,111.79
shoes,8,661.96
other,29,1612.25
other,25,1421.67
laptop,2,32.27
other,24,1358.54
other,40,2355.94
other,14,907.65
electronics,5,190.34
clothing,28,1543.3
electronics,11,432.18
other,22,1226.71
perfume,5,475.47
clothing,10,652.18
shoes,10,973.75
other,40,2372.39
perfume,1,95.72
other,16,916.52
other,8,546.8
other,24,1392.51
electronics,8,335.69
clothing,4,278.93
shoes,2,206.09
clothing,22,1317.26
electronics,8,288.79
other,15,925.22
laptop,6,97.96
clothing,5,346.71
phone,3,44.52
other,35,2038.67
other,12,747.29
other,24,1425.62
other,33,1897.0
other,17,969.27
clothing,22,1269.8
other,32,1812.0
other,26,1464.67
electronics,15,537.26
electronics,8,296.31
clothing,21,1240.29
clothing,10,669.59
electronics,6,269.38
other,2,133.81
phone,3,40.14
shoes,6,622.8
other,39,2254.4
other,32,1796.6
other,33,1973.16
clothing,27,1596.89
other,10,671.15
laptop,10,159.99
laptop,6,81.06
electronics,2,73.45
laptop,8,120.98
clothing,14,875.41
shoes,5,509.56
other,20,1130.1
clothing,7,466.15
other,38,2191.43
car parts,17,1402.79
electronics,2,70.14
other,32,1890.44
shoes,8,675.8
shoes,4,386.49
books,1,37.72
electronics,12,421.95
other,22,1226.57
car parts,19,1452.94
shoes,8,716.19
appliances,12,794.14
shoes,7,608.64
clothing,30,1652.19
clothing,39,2226.18
phone,1,15.96
clothing,30,1794.57
other,2,136.75
shoes,1,85.92
laptop,9,130.71
shoes,7,598.51
other,18,1018.55
electronics,8,296.09
electronics,12,479.08
electronics,9,374.27
other,7,463.32
other,10,691.57
clothing,24,1430.67
electronics,13,475.8
clothing,36,2131.93
laptop,8,126.12
other,16,897.05
other,13,835.59
laptop,9,138.37
car parts,14,1211.31
perfume,3,245.13
shoes,10,854.13
other,32,1785.65
clothing,9,595.5
clothing,35,1948.06
clothing,6,418.56
bag,2,131.5
phone,1,16.41
laptop,2,28.57
clothing,13,819.69
clothing,30,1695.16
appliances,10,684.04
clothing,20,1161.41
books,2,75.06
other,15,924.44
other,37,2182.94
other,5,328.85
bag,3,216.85
electronics,1,43.0
clothing,1,68.27
shoes,8,864.93
shoes,4,369.41
phone,3,40.97
other,24,1385.66
electronics,3,121.17
other,2,137.35
electronics,14,499.68
other,27,1547.54
clothing,31,1765.88
phone,2,28.98
shoes,2,166.31
clothing,33,1939.43
perfume,5,492.42
other,38,2258.92
clothing,9,599.45
shoes,4,406.51
laptop,4,58.72
clothing,11,674.2
other,11,685.32
phone,1,14.14
appliances,19,1285.07
other,35,1932.83
electronics,3,105.18
phone,3,44.33
perfume,4,385.16
books,3,118.75
other,17,1008.54
electronics,5,216.9
other,24,1361.69
shoes,3,244.36
other,21,1211.55
other,5,344.94
clothing,7,478.23
laptop,10,162.34
shoes,6,619.41
clothing,25,1489.25
appliances,7,409.57
electronics,1,42.56
shoes,3,276.98
clothing,36,2080.54
phone,3,42.07
electronics,12,467.79
electronics,8,282.77
phone,3,49.33
other,20,1101.13
laptop,10,156.97
laptop,6,81.92
perfume,1,94.18
other,9,614.29
clothing,5,330.49
other,34,2031.76
clothing,16,955.19
other,4,263.42
perfume,1,89.66
clothing,11,698.29
electronics,15,584.16
other,13,786.03
clothing,31,1731.73
perfume,4,377.83
appliances,15,1202.52
appliances,2,148.07
shoes,1,92.65
car parts,18,1366.07
other,35,2023.36
clothing,30,1657.25
other,39,2179.73
other,31,1732.11
other,31,1835.15
shoes,2,207.22
electronics,3,118.0
bag,4,354.78
clothing,19,1122.37
electronics,14,533.24
electronics,9,348.54
clothing,20,1123.81
clothing,25,1446.76
phone,1,16.49
clothing,11,711.2
other,20,1102.5
shoes,7,706.17
other,28,1574.0
other,7,467.16
electronics,2,74.41
other,21,1248.96
shoes,4,416.51
electronics,1,39.58
other,17,989.62
laptop,2,31.13
bag,6,402.89
shoes,8,702.15
electronics,4,161.12
other,22,1288.66
phone,1,13.79
shoes,10,1059.13
other,4,278.71
clothing,5,326.18
shoes,6,585.85
electronics,2,76.26
clothing,35,2036.26
clothing,26,1547.36
other,1,69.65
other,12,748.45
clothing,22,1217.0
appliances,3,240.93
electronics,11,399.14
appliances,5,315.05
laptop,7,114.2
bag,4,330.01
laptop,4,63.7
clothing,28,1586.08
electronics,15,542.04
laptop,10,153.59
shoes,8,696.21
other,18,1028.78
electronics,3,126.58
perfume,5,415.24
clothing,24,1375.63
electronics,13,495.82
electronics,5,224.55
clothing,40,2214.36
electronics,1,36.98
other,29,1699.22
clothing,21,1240.38
perfume,4,302.61
other,17,993.33
other,14,876.58
laptop,7,104.83
clothing,11,685.99
shoes,5,471.4
clothing,6,396.5
clothing,35,1982.11
clothing,6,414.95
electronics,6,258.32
electronics,11,405.08
electronics,8,309.64
electronics,1,39.16
appliances,11,809.39
phone,3,40.16
other,32,1803.46
appliances,3,203.71
perfume,1,85.96
clothing,23,1353.76
other,29,1713.66
appliances,19,1129.33
other,9,619.42
other,25,1410.28
clothing,6,407.25
bag,3,255.72
electronics,4,152.42
laptop,10,166.73
electronics,4,176.44
clothing,25,1376.04
electronics,2,86.85
laptop,9,131.52
laptop,8,109.22
other,28,1638.62
perfume,1,86.11
other,15,959.42
other,38,2237.08
laptop,9,126.09
shoes,4,369.89
phone,3,44.75
laptop,5,66.97
clothing,15,915.03
clothing,38,2124.05
laptop,9,150.29
other,32,1811.06
perfume,3,224.74
car parts,13,1168.72
clothing,1,69.2
other,18,1016.59
perfume,1,78.35
electronics,12,420.78
perfume,4,397.67
shoes,4,387.99
phone,3,45.64
clothing,23,1301.1
other,22,1293.28
phone,1,15.23
other,30,1718.54
electronics,14,512.66
electronics,6,231.56
phone,3,45.91
perfume,4,328.81
other,8,547.18
clothing,4,266.82
other,37,2063.52
other,20,1100.39
perfume,3,273.25
other,23,1288.97
other,30,1689.32
clothing,37,2198.86
laptop,4,55.92
clothing,37,2046.61
clothing,33,1944.32
other,2,136.64
laptop,2,28.38
electronics,5,193.53
bag,4,356.16
electronics,6,226.07
shoes,1,82.57
phone,2,29.75
shoes,10,943.66
clothing,27,1618.19
clothing,34,2010.51
clothing,27,1615.19
laptop,9,119.02
clothing,29,1648.51
perfume,4,392.09
other,24,1422.49
other,14,904.96
electronics,15,558.94
phone,1,14.14
other,32,1825.21
other,12,762.28
perfume,4,332.83
clothing,6,409.68
clothing,29,1645.04
laptop,7,96.91
clothing,36,2124.59
electronics,3,111.2
clothing,3,204.0
other,11,692.67
other,11,665.77
clothing,16,887.91
clothing,10,674.79
clothing,38,2168.99
appliances,9,672.81
other,2,135.0
laptop,2,29.1
phone,2,30.69
electronics,5,209.87
shoes,1,87.45
other,23,1316.0
shoes,4,354.0
other,35,2037.4
perfume,3,239.24
laptop,6,92.43
clothing,33,1833.65
other,31,1790.8
shoes,1,90.55
clothing,25,1408.08
perfume,3,271.84
other,36,1995.99
other,35,2020.75
other,22,1314.6
clothing,8,546.61
bag,6,422.13
laptop,10,144.59
laptop,6,91.35
clothing,23,1336.32
bag,2,160.38
electronics,1,37.97
other,29,1705.91
other,20,1100.49
books,3,112.06
other,2,134.06
other,28,1634.58
electronics,11,435.13
bag,5,399.92
other,12,726.59
clothing,38,2151.36
bag,2,149.29
clothing,5,331.24
appliances,2,119.28
appliances,3,218.33
electronics,12,441.93
appliances,18,1304.7
other,27,1485.33
appliances,19,1473.6
laptop,4,66.55
electronics,8,335.16
electronics,13,511.2
other,34,1965.36
other,5,342.65
other,11,710.21
phone,3,47.01
other,27,1586.99
clothing,8,547.93
other,37,2061.65
other,20,1128.0
clothing,1,67.13
clothing,12,732.69
electronics,9,333.6
clothing,1,66.83
clothing,6,393.71
shoes,3,296.57
electronics,5,201.04
other,6,399.29
clothing,2,135.56
clothing,11,695.91
shoes,1,107.43
clothing,32,1911.14
other,24,1349.86
bag,1,79.99
other,34,1951.16
other,9,613.91
shoes,2,174.22
clothing,18,1028.97
other,9,614.09
perfume,3,210.53
shoes,1,81.38
laptop,7,105.39
clothing,37,2103.4
other,18,1058.83
clothing,4,274.59
clothing,26,1517.9
clothing,35,1938.11
appliances,11,707.47
other,35,1952.7
appliances,7,474.07
clothing,37,2182.62
bag,5,420.39
bag,2,131.4
appliances,18,1336.16
clothing,35,2051.44
shoes,1,85.81
other,6,406.79
perfume,3,227.67
other,39,2177.25
clothing,9,596.09
other,5,341.62
other,35,2067.53
other,7,474.47
electronics,8,284.46
clothing,24,1378.43
clothing,7,481.62
electronics,8,302.01
electronics,14,513.46
books,2,72.96
clothing,9,610.12
other,37,2209.05
clothing,8,532.04
phone,1,15.08
electronics,12,428.16
other,16,942.85
clothing,10,694.76
bag,4,330.5
phone,2,27.0
electronics,14,501.51
clothing,31,1855.59
electronics,9,342.31
clothing,7,470.99
other,24,1330.16
appliances,4,234.42
clothing,14,848.73
phone,3,40.91
other,19,1133.95
electronics,1,42.6
appliances,15,927.7
other,30,1789.9
other,8,527.9
car parts,12,1088.49
appliances,10,601.62
electronics,8,330.88
phone,3,41.29
other,25,1474.91
clothing,39,2154.43
clothing,35,1974.96
clothing,5,342.19
clothing,37,2218.44
bag,4,246.56
shoes,4,424.56
laptop,8,106.59
shoes,8,848.72
other,17,941.98
other,20,1154.28
clothing,22,1220.13
perfume,5,424.07
perfume,5,414.64
other,39,2289.2
books,4,214.37
other,8,536.71
other,26,1433.12
laptop,6,85.15
clothing,34,2028.03
perfume,1,75.2
phone,3,47.17
appliances,2,145.79
laptop,5,67.76
other,35,1953.0
electronics,11,400.34
other,19,1109.63
other,27,1488.43
bag,6,522.91
clothing,4,277.68
electronics,1,42.42
electronics,7,275.29
shoes,8,744.01
clothing,27,1542.33
clothing,11,670.88
other,9,610.9
clothing,17,1003.89
electronics,15,599.37
clothing,27,1528.71
laptop,5,69.26
clothing,6,409.83
shoes,5,463.36
appliances,2,122.3
appliances,11,719.95
clothing,16,936.18
clothing,8,559.36
laptop,4,56.1
phone,2,28.99
other,5,333.15
other,22,1297.55
other,1,68.14
perfume,1,96.4
electronics,3,131.46
appliances,8,651.22
clothing,22,1218.52
electronics,12,475.59
other,20,1175.49
clothing,37,2100.24
electronics,4,149.87
phone,3,40.19
laptop,8,121.59
shoes,8,811.09
laptop,3,48.74
books,2,95.62
perfume,1,80.9
laptop,4,60.98
other,11,705.23
shoes,8,721.38
shoes,4,401.46
other,1,65.26
clothing,13,792.56
clothing,37,2084.54
clothing,3,195.85
shoes,1,90.08
other,30,1650.71
other,20,1153.85
other,29,1681.77
electronics,4,165.2
phone,3,47.37
other,17,947.5
shoes,1,91.99
shoes,5,489.34
clothing,16,948.24
clothing,40,2313.08
other,10,653.01
shoes,1,91.12
shoes,8,719.33
bag,3,262.07
bag,2,176.63
electronics,5,192.98
bag,6,396.44
electronics,10,441.61
clothing,21,1172.36
perfume,5,420.37
perfume,3,255.82
clothing,31,1711.78
electronics,4,160.11
other,13,786.81
clothing,33,1837.11
clothing,15,900.75
clothing,31,1828.51
clothing,22,1241.62
clothing,14,888.03
clothing,15,970.76
other,7,462.98
phone,1,13.53
other,31,1798.71
appliances,1,67.83
electronics,9,373.16
other,30,1724.7
clothing,16,908.59
clothing,3,199.54
other,5,346.31
other,9,611.53
clothing,9,616.08
other,2,130.54
other,6,400.11
other,23,1299.52
other,32,1883.54
clothing,38,2125.17
bag,3,207.69
electronics,12,453.82
clothing,10,659.04
clothing,20,1111.88
bag,4,338.47
other,6,418.49
electronics,3,132.19
other,24,1421.1
perfume,2,185.3
other,33,1912.9
phone,1,16.54
bag,5,425.92
clothing,6,403.59
phone,3,41.82
books,3,131.57
appliances,12,718.92
shoes,4,384.49
shoes,5,482.35
electronics,5,180.35
appliances,3,225.5
electronics,14,551.17
other,22,1304.91
shoes,6,513.48
other,8,523.29
perfume,4,302.15
other,15,972.68
clothing,33,1816.08
electronics,3,111.42
books,4,197.25
clothing,28,1582.17
clothing,27,1596.24
clothing,5,335.02
shoes,9,865.38
shoes,7,585.06
clothing,9,621.16
clothing,1,67.96
other,5,327.26
other,19,1059.76
clothing,21,1177.48
electronics,11,403.52
other,23,1308.24
shoes,7,689.76
electronics,8,337.81
perfume,3,221.13
clothing,14,875.14
shoes,7,769.13
clothing,33,1946.94
clothing,38,2270.96
clothing,3,202.55
clothing,19,1098.82
laptop,8,118.43
shoes,1,106.89
shoes,10,882.06
clothing,33,1931.7
electronics,9,344.15
clothing,39,2152.15
clothing,18,1030.83
laptop,8,114.59
shoes,7,724.85
appliances,18,1418.69
electronics,7,288.24
bag,4,359.07
shoes,6,521.98
clothing,23,1372.36
appliances,20,1580.86
clothing,23,1300.8
electronics,11,436.72
electronics,6,211.48
car parts,20,1722.98
electronics,3,106.18
other,12,751.68
electronics,1,42.92
other,10,694.04
shoes,3,289.36
phone,3,45.56
electronics,9,393.16
clothing,19,1095.87
other,13,807.62
other,23,1337.78
other,2,139.35
other,15,964.59
shoes,1,81.1
bag,2,159.7
clothing,26,1448.37
electronics,15,530.67
electronics,10,363.08
electronics,10,415.13
other,17,1003.02
other,19,1105.5
electronics,4,179.62
other,6,397.23
other,31,1752.21
other,3,200.13
bag,4,356.26
electronics,12,422.25
other,24,1431.99
clothing,36,2148.78
other,32,1790.36
perfume,1,81.76
other,23,1307.51
other,23,1297.93
shoes,6,651.54
phone,1,13.83
car parts,10,778.46
appliances,3,197.6
electronics,15,551.41
electronics,8,313.82
clothing,10,681.79
clothing,3,195.76
clothing,34,2035.88
phone,2,32.55
other,14,847.93
clothing,31,1844.06
shoes,8,712.83
laptop,2,27.83
shoes,2,192.13
other,36,2098.0
other,38,2241.26
laptop,8,127.11
clothing,19,1081.71
electronics,11,418.0
clothing,7,457.27
clothing,4,270.08
clothing,24,1367.7
bag,3,245.69
other,2,134.89
shoes,6,534.4
other,3,204.49
electronics,12,422.31
shoes,10,921.08
electronics,9,372.02
phone,3,46.66
phone,2,30.65
electronics,4,168.6
electronics,8,312.02
clothing,25,1410.98
clothing,14,875.13
clothing,19,1069.78
clothing,15,962.45
laptop,2,31.24
clothing,38,2248.02
clothing,15,914.11
other,40,2295.06
other,15,957.92
books,4,155.34
shoes,5,497.66
clothing,37,2128.65
electronics,11,430.6
other,18,997.56
other,25,1496.63
clothing,40,2316.9
other,13,785.81
other,34,1959.66
electronics,7,261.69
clothing,22,1276.92
clothing,21,1259.23
electronics,1,42.34
clothing,9,596.17
clothing,9,609.45
clothing,19,1058.07
clothing,25,1412.93
shoes,8,681.6
perfume,1,83.42
clothing,6,394.1
shoes,9,960.06
electronics,1,37.68
phone,1,14.87
appliances,6,404.46
laptop,10,160.58
perfume,1,73.95
other,27,1576.48
other,3,198.03
shoes,2,217.79
phone,1,16.42
electronics,8,357.32
electronics,5,197.75
laptop,9,123.47
electronics,1,42.88
electronics,7,268.56
laptop,8,132.06
clothing,9,593.08
other,40,2275.17
other,36,2149.18
phone,2,30.78
other,10,690.59
clothing,11,665.55
laptop,6,94.59
shoes,3,291.29
other,35,1986.6
phone,1,13.41
shoes,4,435.26
perfume,2,196.2
other,20,1198.76
other,15,941.84
bag,1,72.72
appliances,2,145.73
shoes,7,635.77
shoes,10,1014.91
phone,2,28.74
laptop,5,82.6
shoes,7,637.26
clothing,6,406.74
clothing,30,1771.05
appliances,3,185.27
perfume,5,355.74
phone,1,14.1
phone,3,43.24
phone,3,48.46
clothing,21,1176.16
phone,2,32.29
bag,6,366.14
electronics,15,571.8
other,32,1790.37
other,36,2033.93
shoes,4,426.27
other,3,204.41
clothing,6,394.26
other,13,841.73
laptop,10,135.54
clothing,36,2096.2
electronics,5,180.62
clothing,22,1282.27
appliances,8,505.79
clothing,8,530.67
other,38,2144.87
shoes,5,463.18
other,3,200.82
electronics,7,290.19
clothing,18,1065.72
laptop,8,120.85
other,19,1115.21
shoes,9,793.05
other,14,851.55
clothing,13,841.52
clothing,23,1315.86
laptop,8,109.38
other,31,1797.37
clothing,10,663.75
other,31,1713.35
electronics,13,478.17
clothing,18,1062.86
clothing,14,872.92
perfume,4,354.54
other,40,2250.51
electronics,10,436.83
appliances,17,1013.3
other,39,2268.13
bag,2,128.37
electronics,12,439.93
clothing,40,2235.93
other,12,755.82
phone,2,33.24
bag,1,63.08
clothing,25,1496.81
clothing,11,707.94
other,29,1613.34
other,5,326.05
shoes,9,951.99
